"PSComputerName","__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","Caption","ClassGuid","CompatID","CreationClassName","Description","DeviceClass","DeviceID","DeviceName","DevLoader","DriverDate","DriverName","DriverProviderName","DriverVersion","FriendlyName","HardWareID","InfName","InstallDate","IsSigned","Location","Manufacturer","Name","PDO","Signer","Started","StartMode","Status","SystemCreationClassName","SystemName"
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\18","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000043","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\17","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000042","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\16","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000041","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\15","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000040","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\14","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000003f","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\13","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000003e","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\12","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000003d","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\11","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000003c","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\10","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000003b","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_F","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000003a","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_E","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000039","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_D","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000038","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_C","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000037","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_B","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000036","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_A","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000035","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_9","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000034","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_8","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000033","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_7","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000032","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_6","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000031","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_5","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\00000030","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_4","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000002f","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_3","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000002e","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_2","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000002d","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_1","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000002c","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{50127dc3-0f36-415e-a6cc-4cb3be910b65}","ACPI\Processor",,"AMD Processor","PROCESSOR","ACPI\AUTHENTICAMD_-_AMD64_FAMILY_23_MODEL_49_-_AMD_RYZEN_THREADRIPPER_PRO_3995WX_64-CORES_____\_0","AMD Processor",,"20090421000000.******+***",,"Microsoft","10.0.22000.778","AMD Ryzen Threadripper PRO 3995WX 64-Cores     ","ACPI\AuthenticAMD_-_AMD64_Family_23_Model_49","cpu.inf",,"True",,"Advanced Micro Devices",,"\Device\0000002b","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}",,,"Microsoft Hardware Error Device","SYSTEM","ACPI\PNP0C33\0","Microsoft Hardware Error Device",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"ACPI\VEN_PNP&DEV_0C33","errdev.inf",,"True",,"Microsoft",,"\Device\0000002a","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}",,,"Microsoft Windows Management Interface for ACPI","SYSTEM","ACPI\PNP0C14\ASUSWMI","Microsoft Windows Management Interface for ACPI",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"ACPI\VEN_PNP&DEV_0C14","wmiacpi.inf",,"True",,"Microsoft",,"\Device\00000029","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}",,,"Microsoft Windows Management Interface for ACPI","SYSTEM","ACPI\PNP0C14\ASUSBACKUPWMI","Microsoft Windows Management Interface for ACPI",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"ACPI\VEN_PNP&DEV_0C14","wmiacpi.inf",,"True",,"Microsoft",,"\Device\00000028","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}",,,"AMD I2C Controller","SYSTEM","ACPI\AMDI0010\1","AMD I2C Controller",,"20220306000000.******+***",,"Advanced Micro Devices, Inc.","1.2.0.119",,"ACPI\VEN_AMDI&DEV_0010","oem43.inf",,"True",,"Advanced Micro Devices, Inc.",,"\Device\00000027","Microsoft Windows Hardware Compatibility Publisher",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}","ACPI\AMDI0030",,"AMD GPIO Controller","SYSTEM","ACPI\AMDI0030\0","AMD GPIO Controller",,"20220306000000.******+***",,"Advanced Micro Devices, Inc","2.2.0.130",,"ACPI\VEN_AMDI&DEV_0030","oem44.inf",,"True",,"Advanced Micro Devices, Inc",,"\Device\00000026","Microsoft Windows Hardware Compatibility Publisher",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}",,,"High precision event timer","SYSTEM","ACPI\PNP0103\2&DABA3FF&0","High precision event timer",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"ACPI\VEN_PNP&DEV_0103","machine.inf",,"True",,"(Standard system devices)",,"\Device\00000025","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}",,,"ACPI Power Button","SYSTEM","ACPI\PNP0C0C\AA","ACPI Power Button",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"ACPI\VEN_PNP&DEV_0C0C","machine.inf",,"True",,"(Standard system devices)",,"\Device\00000024","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}",,,"Microsoft Windows Management Interface for ACPI","SYSTEM","ACPI\PNP0C14\MXM2","Microsoft Windows Management Interface for ACPI",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"ACPI\VEN_PNP&DEV_0C14","wmiacpi.inf",,"True",,"Microsoft",,"\Device\000000ae","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}",,,"Motherboard resources","SYSTEM","ACPI\PNP0C02\700","Motherboard resources",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"ACPI\VEN_PNP&DEV_0C02","machine.inf",,"True",,"(Standard system devices)",,"\Device\000000ad","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}",,,"System board","SYSTEM","ACPI\PNP0C01\C8","System board",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"ACPI\VEN_PNP&DEV_0C01","machine.inf",,"True",,"(Standard system devices)",,"\Device\000000ac","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}","PCI\VEN_1022&CC_060000",,"PCI standard host CPU bridge","SYSTEM","PCI\VEN_1022&DEV_1497&SUBSYS_00000000&REV_00\3&11583659&0&C7","PCI standard host CPU bridge",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"PCI\VEN_1022&DEV_1497&SUBSYS_00000000&REV_00","machine.inf",,"True","PCI bus 0, device 24, function 7","(Standard system devices)",,"\Device\NTPNP_PCI0060","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}","PCI\VEN_1022&CC_060000",,"PCI standard host CPU bridge","SYSTEM","PCI\VEN_1022&DEV_1496&SUBSYS_00000000&REV_00\3&11583659&0&C6","PCI standard host CPU bridge",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"PCI\VEN_1022&DEV_1496&SUBSYS_00000000&REV_00","machine.inf",,"True","PCI bus 0, device 24, function 6","(Standard system devices)",,"\Device\NTPNP_PCI0059","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}","PCI\VEN_1022&CC_060000",,"PCI standard host CPU bridge","SYSTEM","PCI\VEN_1022&DEV_1495&SUBSYS_00000000&REV_00\3&11583659&0&C5","PCI standard host CPU bridge",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"PCI\VEN_1022&DEV_1495&SUBSYS_00000000&REV_00","machine.inf",,"True","PCI bus 0, device 24, function 5","(Standard system devices)",,"\Device\NTPNP_PCI0058","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}","PCI\VEN_1022&CC_060000",,"PCI standard host CPU bridge","SYSTEM","PCI\VEN_1022&DEV_1494&SUBSYS_00000000&REV_00\3&11583659&0&C4","PCI standard host CPU bridge",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"PCI\VEN_1022&DEV_1494&SUBSYS_00000000&REV_00","machine.inf",,"True","PCI bus 0, device 24, function 4","(Standard system devices)",,"\Device\NTPNP_PCI0057","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}","PCI\VEN_1022&CC_060000",,"PCI standard host CPU bridge","SYSTEM","PCI\VEN_1022&DEV_1493&SUBSYS_00000000&REV_00\3&11583659&0&C3","PCI standard host CPU bridge",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"PCI\VEN_1022&DEV_1493&SUBSYS_00000000&REV_00","machine.inf",,"True","PCI bus 0, device 24, function 3","(Standard system devices)",,"\Device\NTPNP_PCI0056","Microsoft Windows",,,,,
"W11WORKSTATION","2","Win32_PnPSignedDriver","CIM_Service","CIM_ManagedSystemElement",,"28","System.String[]","W11WORKSTATION","root\cimv2",,,"{4d36e97d-e325-11ce-bfc1-08002be10318}","PCI\VEN_1022&CC_060000",,"PCI standard host CPU bridge","SYSTEM","PCI\VEN_1022&DEV_1492&SUBSYS_00000000&REV_00\3&11583659&0&C2","PCI standard host CPU bridge",,"20060621000000.******+***",,"Microsoft","10.0.22000.1",,"PCI\VEN_1022&DEV_1492&SUBSYS_00000000&REV_00","machine.inf",,"True","PCI bus 0, device 24, function 2","(Standard system devices)",,"\Device\NTPNP_PCI0055","Microsoft Windows",,,,,
